# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
OR5H1              3   97851542   97852483      1       1  253202      -1.1879   -5.3413e-05      -1.1878
OR5H15             3   97887544   97888485      3       1  252897      -3.0978   -5.3413e-05      -3.0978
OR5H6              3   97983129   97984106      3       1  215238      0.56749   -5.3413e-05      0.56754
OR5H2              3   98001732   98002676      2       1  252653       1.3357   -5.3413e-05       1.3358
OR5K4              3   98072698   98073663      1       1  253234      -1.6882   -5.3413e-05      -1.6881
OR5K3              3   98109510   98110475      1       1  252897     -0.38657   -5.3413e-05     -0.38652
CLDND1             3   98219628   98241910     21       5  248809      0.65686   -5.3413e-05      0.65691
GPR15              3   98250743   98251994      2       1  250678      0.62405   -5.3413e-05       0.6241
CPOX               3   98296677   98312470     12       3  246349      0.29137   -5.3413e-05      0.29143
ST3GAL6            3   98451080   98514689     70       8  249476       3.2687   -5.3413e-05       3.2688
DCBLD2             3   98514814   98620566     73       8  241833        3.874   -5.3413e-05        3.874
COL8A1             3   99357440   99518061    144      20  245473       3.3583   -5.3413e-05       3.3583
CMSS1              3   99536678   99897476    180      12  243112       1.3896   -5.3413e-05       1.3896
FILIP1L            3   99551988   99833349    150      11  243542        1.207   -5.3413e-05       1.2071
TBC1D23            3   99979661  100044096     37       5  242452      0.71471   -5.3413e-05      0.71476
NIT2               3  100053483  100075844     20       5  248407      0.11948   -5.3413e-05      0.11953
TOMM70A            3  100082303  100120242     20       5  241206     -0.60321   -5.3413e-05     -0.60316
LNP1               3  100120037  100175170     24       7  222788      0.60405   -5.3413e-05      0.60411
TMEM45A            3  100211463  100296297     75       8  241215    -0.062681   -5.3413e-05    -0.062628
ADGRG7             3  100328433  100414323     76       6  237355     -0.45146   -5.3413e-05     -0.45141
TFG                3  100428128  100467811     38       6  219378     -0.19853   -5.3413e-05     -0.19847
ABI3BP             3  100468179  100712336    288      38  241905     -0.64266   -5.3413e-05     -0.64261
IMPG2              3  100941390  101039419     65       7  230160       1.8593   -5.3413e-05       1.8594
SENP7              3  101043049  101232085    126       6  241264      0.11278   -5.3413e-05      0.11284
TRMT10C            3  101280680  101285290      4       2  244411      0.29182   -5.3413e-05      0.29188
PCNP               3  101292997  101313281     12       4  252509      0.92865   -5.3413e-05       0.9287
ZBTB11             3  101368283  101395988      6       2  252560     -0.55826   -5.3413e-05      -0.5582
RPL24              3  101399934  101405564      4       2  233434     -0.67685   -5.3413e-05      -0.6768
CEP97              3  101443436  101489404     13       4  243457       2.0072   -5.3413e-05       2.0073
NXPE3              3  101498029  101547075     22       4  243501     0.035632   -5.3413e-05     0.035685
NFKBIZ             3  101546834  101579869     14       4  231137     0.018178   -5.3413e-05     0.018232
ZPLD1              3  101928816  102198685    186      15  238503      -1.1458   -5.3413e-05      -1.1457
ALCAM              3  105085557  105295757    224      26  246812       3.5361   -5.3413e-05       3.5362
CBLB               3  105374306  105589354    210      18  244044      0.16023   -5.3413e-05      0.16029
CCDC54             3  107096188  107097481      3       2  220694       1.8875   -5.3413e-05       1.8876
BBX                3  107241783  107530176    222      22  239725      -3.0062   -5.3413e-05      -3.0061
CD47               3  107761941  107809935     30       6  246746      -2.2963   -5.3413e-05      -2.2962
IFT57              3  107879659  107941417     99       4  245934     -0.77431   -5.3413e-05     -0.77425
HHLA2              3  108015353  108097132    101      12  246439     0.074391   -5.3413e-05     0.074445
MYH15              3  108099216  108248169    151      21  243549       1.0893   -5.3413e-05       1.0894
KIAA1524           3  108268716  108308491     16       5  242325      0.39639   -5.3413e-05      0.39645
DZIP3              3  108308337  108413693     54       7  244689      0.10265   -5.3413e-05      0.10271
RETNLB             3  108474486  108476130      4       2  239258       1.1408   -5.3413e-05       1.1408
TRAT1              3  108541631  108573714     28       5  242722      -0.4027   -5.3413e-05     -0.40265
GUCA1C             3  108626491  108672742     70      14  235735      -1.0856   -5.3413e-05      -1.0855
MORC1              3  108676814  108836993    222      13  242313      -1.6683   -5.3413e-05      -1.6683
DPPA2              3  109012635  109035364     10       3  242794     -0.72933   -5.3413e-05     -0.72928
DPPA4              3  109044988  109056419     10       3  240060     0.023226   -5.3413e-05     0.023279
PVRL3              3  110790606  110913017     40       3  238588       -2.082   -5.3413e-05      -2.0819
CD96               3  111260926  111384843     55      16  235302     -0.19418   -5.3413e-05     -0.19413
ZBED2              3  111311747  111314182      3       1  239533      -2.0294   -5.3413e-05      -2.0294
PLCXD2             3  111393523  111565294    274      24  246203     -0.61603   -5.3413e-05     -0.61598
PHLDB2             3  111451327  111695364    367      36  246290     -0.93688   -5.3413e-05     -0.93683
ABHD10             3  111697723  111712215     30       4  240357     -0.80682   -5.3413e-05     -0.80677
TAGLN3             3  111717586  111732735     34       8  240711      -1.7998   -5.3413e-05      -1.7998
TMPRSS7            3  111758465  111800116     47       7  240318      0.31621   -5.3413e-05      0.31627
C3orf52            3  111805175  111837073     41       5  241899      -1.8522   -5.3413e-05      -1.8522
GCSAM              3  111839688  111852453     15       4  241825      -1.4119   -5.3413e-05      -1.4119
SLC9C1             3  111859752  112013105    163       9  242095      -0.3255   -5.3413e-05     -0.32544
CD200              3  112051194  112081659     47       8  249515      -2.9397   -5.3413e-05      -2.9397
BTLA               3  112182813  112218438     16       3  224566      0.17023   -5.3413e-05      0.17028
ATG3               3  112251354  112280810     41       7  237010        -1.26   -5.3413e-05        -1.26
SLC35A5            3  112280857  112303286     15       2  237963     -0.60654   -5.3413e-05     -0.60649
CCDC80             3  112323407  112359977     54      10  229846     -0.88389   -5.3413e-05     -0.88384
CD200R1L           3  112534556  112564797     44       8  243425       1.7277   -5.3413e-05       1.7278
CD200R1            3  112641532  112693950     62       7  224318      -2.2657   -5.3413e-05      -2.2657
GTPBP8             3  112709323  112720221      6       2  244355     -0.67463   -5.3413e-05     -0.67458
C3orf17            3  112721291  112738555     16       4  247123     -0.22092   -5.3413e-05     -0.22087
BOC                3  112929850  113006306    106      18  238138       2.7612   -5.3413e-05       2.7613
CFAP44             3  113005777  113160986    123      15  240327     0.053153   -5.3413e-05     0.053206
SPICE1             3  113161565  113234034     64       7  249601      -1.6101   -5.3413e-05        -1.61
SIDT1              3  113251218  113348422    111      20  236603     -0.10014   -5.3413e-05     -0.10008
KIAA2018           3  113367232  113415493     15       2  240247      -1.7545   -5.3413e-05      -1.7545
NAA50              3  113435307  113465120     13       1  250668      -1.1863   -5.3413e-05      -1.1862
ATP6V1A            3  113465866  113530905     30       1  247815      -1.2447   -5.3413e-05      -1.2447
GRAMD1C            3  113557671  113666021     61      13  236604      -1.6546   -5.3413e-05      -1.6545
ZDHHC23            3  113666748  113705706     14       4  236333     -0.11978   -5.3413e-05     -0.11972
KIAA1407           3  113682984  113775460     29       6  239839      -1.2984   -5.3413e-05      -1.2984
QTRTD1             3  113775582  113807269     29       5  250781      -1.5064   -5.3413e-05      -1.5064
DRD3               3  113847499  113918254     65      11  241019      -1.0455   -5.3413e-05      -1.0455
ZNF80              3  113953370  113956425      5       2  252321      0.25058   -5.3413e-05      0.25064
TIGIT              3  114012833  114029135     15       5  226781       2.4506   -5.3413e-05       2.4507
ZBTB20             3  114033348  114866132    547      67  240015       7.7243   -5.3413e-05       7.7243
GAP43              3  115342151  115440334     85      23  237455      0.40235   -5.3413e-05       0.4024
LSAMP              3  115521210  116164385    528      60  243281      -3.2639   -5.3413e-05      -3.2638
IGSF11             3  118619477  118864915    147      24  235902      -2.0503   -5.3413e-05      -2.0503
C3orf30            3  118864997  118879674     25       7  242613      -1.5967   -5.3413e-05      -1.5966
UPK1B              3  118892425  118924000     47      14  241137      -2.2716   -5.3413e-05      -2.2716
B4GALT4            3  118930589  118959754     47       7  249072      -2.0625   -5.3413e-05      -2.0625
ARHGAP31           3  119013220  119138323    130      28  244285      0.62587   -5.3413e-05      0.62592
TMEM39A            3  119147807  119182529     38       8  242347      0.28204   -5.3413e-05       0.2821
POGLUT1            3  119187785  119213555     29       8  248692      0.64074   -5.3413e-05      0.64079
TIMMDC1            3  119217324  119243128     34       7  232978       1.1456   -5.3413e-05       1.1456
CD80               3  119243140  119278481     53      14  246762         1.08   -5.3413e-05         1.08
ADPRH              3  119298280  119308792      5       2  229062      -1.3404   -5.3413e-05      -1.3403
PLA1A              3  119316695  119348658     26       5  242640      -0.8019   -5.3413e-05     -0.80185
POPDC2             3  119360899  119379437     29       3  248063       1.0856   -5.3413e-05       1.0856
COX17              3  119388372  119396243     12       2  248372      0.61902   -5.3413e-05      0.61908
MAATS1             3  119421869  119485949     40       5  234411      -1.5654   -5.3413e-05      -1.5653
NR1I2              3  119499331  119552295     64      15  239771      -2.1882   -5.3413e-05      -2.1882
GSK3B              3  119540800  119813264    111      10  245173     -0.78791   -5.3413e-05     -0.78786
