# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
LOC101927401       1  228549180  228554500     26       7  248564      -1.0457    0.00072216      -1.0465
TRIM11             1  228581373  228594584     27       7  241977     -0.84726    0.00072216     -0.84798
TRIM17             1  228594858  228604583     22       7  225086     -0.16234    0.00072216     -0.16306
HIST3H3            1  228612546  228613026      2       1  262462      -1.2626    0.00072216      -1.2633
RNF187             1  228674277  228697598     89      20  231863      -1.4202    0.00072216      -1.4209
BTNL10             1  228698060  228699699      9       4  219615      -1.2609    0.00072216      -1.2616
RHOU               1  228780394  228882416    300      32  234536      -1.2166    0.00072216      -1.2174
RAB4A              1  229406809  229441641     80      11  253262      -1.7335    0.00072216      -1.7342
SPHAR              1  229440129  229441251      2       1  252709     -0.82153    0.00072216     -0.82226
CCSAP              1  229456752  229478688     55      11  234921      -1.3924    0.00072216      -1.3931
ACTA1              1  229566992  229569858      6       2  246179      -1.0166    0.00072216      -1.0173
NUP133             1  229577044  229644088    230      21  230334     -0.85175    0.00072216     -0.85247
ABCB10             1  229652329  229694442    103      17  233805      -1.0715    0.00072216      -1.0722
TAF5L              1  229728858  229761794     88      14  251218      -1.8494    0.00072216      -1.8502
URB2               1  229761981  229795946     76      13  249075      -2.2569    0.00072216      -2.2576
GALNT2             1  230202956  230417875    956      88  242223      -1.7135    0.00072216      -1.7142
PGBD5              1  230457392  230561674    458      48  240343      -1.0978    0.00072216      -1.0985
COG2               1  230778202  230829731    196      36  247315       1.0629    0.00072216       1.0621
AGT                1  230838269  230850336     64      15  254643     -0.86573    0.00072216     -0.86645
CAPN9              1  230883089  230937749    311      36  242681    -0.040899    0.00072216    -0.041621
C1orf198           1  230972865  231005335    177      32  233395     -0.93842    0.00072216     -0.93914
TTC13              1  231041987  231114618    296      25  251838      -1.3323    0.00072216       -1.333
ARV1               1  231114823  231136479     81      15  245535      -0.1919    0.00072216     -0.19262
FAM89A             1  231154704  231175995    124      27  246747       -1.906    0.00072216      -1.9068
TRIM67             1  231298674  231357314    208      38  243431     -0.46019    0.00072216     -0.46091
LOC149373          1  231319845  231323373     21       7  239774      0.60807    0.00072216      0.60735
C1orf131           1  231359509  231376933     47      13  244009     -0.37463    0.00072216     -0.37535
GNPAT              1  231376919  231413719     96      13  245220      -1.1478    0.00072216      -1.1485
EXOC8              1  231468482  231473578     12       5  233061     -0.16362    0.00072216     -0.16434
SPRTN              1  231473682  231506297     94      10  244424      -1.0486    0.00072216      -1.0493
EGLN1              1  231499497  231560790    286      10  255276       -1.088    0.00072216      -1.0887
TSNAX              1  231664399  231702270     64      20  243420      -1.5154    0.00072216      -1.5161
DISC1              1  231762561  232177018   1275     140  241336      0.76103    0.00072216      0.76031
SIPA1L2            1  232533711  232765907    885      81  239016      0.57448    0.00072216      0.57376
MAP10              1  232940638  232946092     13       4  250537     -0.17417    0.00072216     -0.17489
NTPCR              1  233086277  233114548     75      11  253236      -1.4397    0.00072216      -1.4404
PCNXL2             1  233119855  233431459   1205      76  242410      -1.0684    0.00072216      -1.0692
KIAA1804           1  233463514  233520894    222      29  254187      -2.1209    0.00072216      -2.1217
KCNK1              1  233749750  233808258    215      49  235416      0.94323    0.00072216      0.94251
SLC35F3            1  234040679  234460262   1664     132  236354    -0.034035    0.00072216    -0.034757
COA6               1  234508932  234519795     37       5  258511      -2.4377    0.00072216      -2.4385
TARBP1             1  234527059  234614863    428      54  253242      -2.0674    0.00072216      -2.0681
IRF2BP2            1  234740015  234745271     15       8  228944       2.1502    0.00072216       2.1495
TOMM20             1  235272656  235292256     52       8  248311      0.32134    0.00072216      0.32062
RBM34              1  235294498  235324571     64      10  247086     0.060092    0.00072216      0.05937
ARID4B             1  235330210  235491532    413      19  246917       2.2059    0.00072216       2.2052
GGPS1              1  235491753  235507847     55      11  230952       1.7706    0.00072216       1.7698
TBCE               1  235530728  235612280    246      29  248703       1.8626    0.00072216       1.8619
B3GALNT2           1  235610505  235667781    150      20  245746       3.1215    0.00072216       3.1208
GNG4               1  235710985  235814054    355      41  235823     -0.10146    0.00072216     -0.10219
LYST               1  235824331  236047008    409      32  225031      -1.5256    0.00072216      -1.5263
NID1               1  236139130  236228481    252      30  243089       1.3162    0.00072216       1.3155
GPR137B            1  236305832  236415314    469      35  243941      0.99165    0.00072216      0.99093
ERO1LB             1  236378422  236445339    347      14  258166       1.1647    0.00072216        1.164
EDARADD            1  236557680  236648008    343      46  237112      -1.9584    0.00072216      -1.9592
LGALS8             1  236681514  236716281    185      10  255974      -1.0482    0.00072216      -1.0489
HEATR1             1  236712305  236767841    355      16  253121     -0.66006    0.00072216     -0.66078
ACTN2              1  236849754  236927931    313      41  245567      0.99599    0.00072216      0.99526
MTR                1  236958581  237067281    345      26  234108      0.56366    0.00072216      0.56294
RYR2               1  237205510  237997288   2913     235  242777     -0.41539    0.00072216     -0.41611
ZP4                1  238041164  238054222     83      20  223985     -0.33396    0.00072216     -0.33468
CHRM3              1  239549876  240078750   1704     118  236372      -1.0969    0.00072216      -1.0976
FMN2               1  240255185  240638491   1466      98  241436       -1.678    0.00072216      -1.6787
GREM2              1  240652873  240775462    337      63  233836      -1.1378    0.00072216      -1.1385
RGS7               1  240938817  241520505   2061     183  244028    -0.062081    0.00072216    -0.062803
FH                 1  241660857  241683085     38      10  250164      -1.4182    0.00072216      -1.4189
KMO                1  241695324  241758949    253      48  237037      -0.3162    0.00072216     -0.31692
OPN3               1  241756452  241803701    137      35  239513     -0.60578    0.00072216      -0.6065
CHML               1  241792166  241799232     21      10  243681     -0.71416    0.00072216     -0.71488
WDR64              1  241815580  241965435    502      60  249816     -0.27635    0.00072216     -0.27708
EXO1               1  242011491  242053241    185      23  248531       1.1475    0.00072216       1.1468
BECN2              1  242121069  242122364      4       2  221152       -1.122    0.00072216      -1.1227
MAP1LC3C           1  242158792  242164630     23       8  214959     -0.92133    0.00072216     -0.92206
PLD5               1  242251689  242687998   1692     121  245942      0.18132    0.00072216       0.1806
CEP170             1  243287730  243419284    227      29  230435        1.641    0.00072216       1.6403
SDCCAG8            1  243419307  243663393    520      43  239655       1.8015    0.00072216       1.8007
